genus,species,family,demersal,benthopelagic,bathydemersal,pelagic,pelagic-neritic,pelagic-oceanic,reef-associated,epipelagic,mesopelagic,bathypelagic,abyssopelagic,marine,freshwater,brackish,anadromous,catadromous,amphidromous,potamodromous,limnodromous,oceanodromous,non-migratory,min_depth_m,max_depth_m,usual_min_depth_m,usual_max_depth_m,min_ph,max_ph,min_dh,max_dh,url
helostoma,temminkii,helostomatidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,2.0,?,,,6.0,8.0,5.0,19.0,https://www.fishbase.ca/summary/Helostoma_temminkii.html
plectranthias,cirrhitoides,serranidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,18.0,,,,,,,https://www.fishbase.de/summary/Plectranthias_cirrhitoides.html
paralichthys,albigutta,paralichthyidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,19.0,130.0,,,,,,,https://www.fishbase.net.br/summary/Paralichthys_albigutta.html
coilia,dussumieri,engraulidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,0.0,50.0,,,,,,,https://www.fishbase.ca/summary/Coilia_dussumieri.html
betta,macrostoma,osphronemidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,4.4,5.7,,,https://www.fishbase.ca/summary/Betta_macrostoma.html
ostorhinchus,doederleini,Apogonidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,10.0,,,,,,,https://www.fishbase.se/summary/Ostorhinchus_doederleini.html
monocirrhus,polyacanthus,polycentridae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,5.0,6.0,5.0,8.0,https://www.fishbase.ca/summary/Monocirrhus_polyacanthus.html
scleropages,formosus,osteoglossidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Scleropages_formosus.html
gymnothorax,kidako,Muraenidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,350.0,,,,,,,https://www.fishbase.de/summary/Gymnothorax_kidako.html
bathylychnops,chilensis,opisthoproctidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Bathylychnops_chilensis.html
ostichthys,acanthorhinus,holocentridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,200.0,600.0,,,,,,,https://www.fishbase.ca/summary/Ostichthys_acanthorhinus.html
scleropages,leichardti,osteoglossidae,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Scleropages_leichardti.html
anabas,testudineus,anabantidae,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,0.0,?,,,,,,,https://www.fishbase.se/summary/Anabas_testudineus.html
polydactylus,microstomus,polynemidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,2.0,55.0,,,,,,,https://www.fishbase.ca/summary/Polydactylus_microstomus.html
glyptothorax,longicauda,sisoridae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Glyptothorax_longicauda.html
neoclinus,uninotatus,chaenopsidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,3.0,27.0,,,,,,,https://www.fishbase.se/summary/Neoclinus_uninotatus.html
notropis,asperifrons,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,https://www.fishbase.net.br/summary/Notropis_asperifrons.html
barbus,wurtzi,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Barbus_wurtzi.html
makunaima,guianensis,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,?,,,5.8,7.5,8.0,20.0,https://www.fishbase.ca/summary/Makunaima_guianensis.html
alloblennius,jugularis,blenniidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Alloblennius_jugularis.html
calotomus,viridescens,Scaridae,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,30.0,,,,,,,https://www.fishbase.se/summary/Calotomus_viridescens.html
trimma,flavicaudatum,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,8.0,12.0,,,,,,,https://www.fishbase.de/summary/Trimma_flavicaudatum.html
leporinus,arcus,anostomidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Leporinus_arcus.html
salmo,obtusirostris,salmonidae,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,https://www.fishbase.net.br/summary/Salmo_obtusirostris.html
cheilodipterus,lachneri,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Cheilodipterus_lachneri.html
entomacrodus,cymatobiotus,blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Entomacrodus_cymatobiotus.html
atherinomorus,endrachtensis,atherinidae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Atherinomorus_endrachtensis.html
amblygobius,phalaena,Gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,?,52.0,2.0,20.0,,,,,https://www.fishbase.ca/summary/Amblygobius_phalaena.html
sargocentron,xantherythrum,holocentridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,217.0,,,,,,,https://www.fishbase.de/summary/Sargocentron_xantherythrum.html
amblyeleotris,fasciata,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,4.0,20.0,,,,,,,https://www.fishbase.net.br/summary/Amblyeleotris_fasciata.html
carangoides,armatus,carangidae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,59.0,,,,,,,https://www.fishbase.se/summary/Carangoides_armatus.html
pleurosicya,micheli,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,10.0,50.0,?,12.0,,,,,https://www.fishbase.ca/summary/Pleurosicya_micheli.html
astroblepus,eigenmanni,astroblepidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Astroblepus_eigenmanni.html
bothus,lunatus,bothidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,100.0,0.0,20.0,,,,,https://www.fishbase.se/summary/Bothus_lunatus.html
dactyloptena,macracantha,dactylopteridae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,45.0,177.0,,,,,,,https://www.fishbase.ca/summary/Dactyloptena_macracantha.html
acanthemblemaria,castroi,chaenopsidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,23.0,6.0,12.0,,,,,https://www.fishbase.de/summary/Acanthemblemaria_castroi.html
corydoras,nattereri,callichthyidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,2.0,25.0,https://www.fishbase.net.br/summary/Corydoras_nattereri.html
pollimyrus,isidori,mormyridae,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,6.0,8.0,5.0,19.0,https://www.fishbase.se/summary/Pollimyrus_isidori.html
oxyporhamphus,convexus,hemiramphidae,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,0.0,6.0,,,,,,,https://www.fishbase.ca/summary/Oxyporhamphus_convexus.html
canthigaster,tyleri,tetraodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,40.0,,,,,,,https://www.fishbase.ca/summary/Canthigaster_tyleri.html
istiblennius,colei,blenniidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,?,2.0,,,,,,,https://www.fishbase.se/summary/Istiblennius_colei.html
jaydia,erythrophthalma,apogonidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,115.0,469.0,,,,,,,https://www.fishbase.se/summary/Jaydia_erythrophthalma.html
morwong,fuscus,cheilodactylidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,?,30.0,,,,,,,https://www.fishbase.de/summary/Morwong_fuscus.html
gila,cypha,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.net.br/summary/Gila_cypha.html
mystus,falcarius,bagridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Mystus_falcarius.html
eviota,lacrimosa,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,36.0,,,,,,,https://www.fishbase.ca/summary/Eviota_lacrimosa.html
arothron,meleagris,tetraodontidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,73.0,,,,,,,https://www.fishbase.ca/summary/Arothron_meleagris.html
caesio,suevica,caesionidae,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,2.0,25.0,,,,,,,https://www.fishbase.se/summary/Caesio_suevica.html
lipogramma,trilineata,grammatidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,5.0,95.0,,,,,,,https://www.fishbase.ca/summary/Lipogramma_trilineata.html
spondyliosoma,cantharus,sparidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,5.0,300.0,,,,,,,https://www.fishbase.de/summary/Spondyliosoma_cantharus.html
pempheris,japonica,pempheridae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Pempheris_japonica.html
carangoides,fulvoguttatus,carangidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,?,100.0,,,,,,,https://www.fishbase.se/summary/Carangoides_fulvoguttatus.html
priacanthus,tayenus,priacanthidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,20.0,200.0,,,,,,,https://www.fishbase.ca/summary/Priacanthus_tayenus.html
hoplias,microlepis,erythrinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Hoplias_microlepis.html
parambassis,vollmeri,ambassidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Parambassis_vollmeri.html
parophrys,vetulus,pleuronectidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,0.0,550.0,,,,,,,https://www.fishbase.ca/summary/Parophrys_vetulus.html
caranx,caballus,carangidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,3.0,100.0,,,,,,,https://www.fishbase.de/summary/Caranx_caballus.html
heniochus,chrysostomus,chaetodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,60.0,,,,,,,https://www.fishbase.net.br/summary/Heniochus_chrysostomus.html
dalatias,licha,dalatiidae,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,37.0,1800.0,300.0,600.0,,,,,https://www.fishbase.se/summary/Dalatias_licha.html
carassius,auratus,Cyprinidae,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,0.0,20.0,,,6.0,8.0,5.0,19.0,https://www.fishbase.ca/summary/Carassius_auratus.html
pempheris,xanthoptera,pempheridae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Pempheris_xanthoptera.html
barbodes,aurotaeniatus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Barbodes_aurotaeniatus.html
rhabdosargus,globiceps,sparidae,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,?,100.0,,,,,,,https://www.fishbase.ca/summary/Rhabdosargus_globiceps.html
megaleporinus,elongatus,anostomidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.de/summary/Megaleporinus_elongatus.html
iniistius,aneitensis,labridae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,12.0,92.0,,,,,,,https://www.fishbase.net.br/summary/Iniistius_aneitensis.html
lobocheilos,schwanenfeldii,cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Lobocheilos_schwanenfeldii.html
orestias,agassizii,cyprinodontidae,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,https://www.fishbase.ca/summary/Orestias_agassizii.html
acrochordonichthys,chamaeleon,amblycipitidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Acrochordonichthys_chamaeleon.html
physiculus,rastrelliger,moridae,1.0,,,,,,,,,,,1.0,,,,,,,,,,128.0,523.0,183.0,366.0,,,,,https://www.fishbase.se/summary/Physiculus_rastrelliger.html
paraclinus,integripinnis,labrisomidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,15.0,,,,,,,https://www.fishbase.ca/summary/Paraclinus_integripinnis.html
crenicichla,multispinosa,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Crenicichla_multispinosa.html
cyphocharax,gilbert,curimatidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Cyphocharax_gilbert.html
cyphocharax,magdalenae,curimatidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Cyphocharax_magdalenae.html
labeobarbus,marequensis,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.ca/summary/Labeobarbus_marequensis.html
belonoperca,pylei,serranidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Belonoperca_pylei.html
pristigenys,niphonia,priacanthidae,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,250.0,5.0,30.0,,,,,https://www.fishbase.se/summary/Pristigenys_niphonia.html
sardinella,fimbriata,clupeidae,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,0.0,50.0,,,,,,,https://www.fishbase.se/summary/Sardinella_fimbriata.html
liopropoma,pallidum,serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,6.0,40.0,,,,,,,https://www.fishbase.de/summary/Liopropoma_pallidum.html
scaphiodonichthys,burmanicus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Scaphiodonichthys_burmanicus.html
polydactylus,sexfilis,polynemidae,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,50.0,20.0,50.0,,,,,https://www.fishbase.net.br/summary/Polydactylus_sexfilis.html
sphyraena,qenie,sphyraenidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,100.0,,,,,,,https://www.fishbase.ca/summary/Sphyraena_qenie.html
lutjanus,buccanella,lutjanidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,20.0,200.0,80.0,150.0,,,,,https://www.fishbase.ca/summary/Lutjanus_buccanella.html
oxyurichthys,lonchotus,gobiidae,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,4.0,,,,,,,https://www.fishbase.se/summary/Oxyurichthys_lonchotus.html
chlorurus,japanensis,scaridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,20.0,,,,,,,https://www.fishbase.ca/summary/Chlorurus_japanensis.html
micropterus,punctulatus,centrarchidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Micropterus_punctulatus.html
coryogalops,monospilus,gobiidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Coryogalops_monospilus.html
astronesthes,similus,stomiidae,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,0.0,850.0,0.0,200.0,,,,,https://www.fishbase.net.br/summary/Astronesthes_similus.html
cantherhines,longicaudus,monacanthidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,18.0,21.0,,,,,,,https://www.fishbase.ca/summary/Cantherhines_longicaudus.html
pomacentrus,tripunctatus,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,0.0,3.0,,,,,,,https://www.fishbase.ca/summary/Pomacentrus_tripunctatus.html
thynnichthys,thynnoides,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.se/summary/Thynnichthys_thynnoides.html
notropis,ortenburgeri,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Notropis_ortenburgeri.html
chaetodontoplus,melanosoma,pomacanthidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,5.0,30.0,,,,,,,https://www.fishbase.de/summary/Chaetodontoplus_melanosoma.html
prognichthys,gibbifrons,exocoetidae,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,0.0,?,,,,,,,https://www.fishbase.se/summary/Prognichthys_gibbifrons.html
paraneetroplus,gibbiceps,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Paraneetroplus_gibbiceps.html
labeobarbus,cardozoi,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Labeobarbus_cardozoi.html
hyperopisus,bebe,mormyridae,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,https://www.fishbase.ca/summary/Hyperopisus_bebe.html
amblyeleotris,sungami,gobiidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Amblyeleotris_sungami.html
trachinotus,botla,carangidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Trachinotus_botla.html
apolemichthys,xanthotis,pomacanthidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,10.0,35.0,,,,,,,https://www.fishbase.de/summary/Apolemichthys_xanthotis.html
epinephelus,macrospilos,serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,44.0,,,,,,,https://www.fishbase.net.br/summary/Epinephelus_macrospilos.html
gobiodon,quinquestrigatus,gobiidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,70.0,0.0,2.0,,,,,https://www.fishbase.se/summary/Gobiodon_quinquestrigatus.html
starksia,spinipenis,labrisomidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Starksia_spinipenis.html
helicolenus,dactylopterus,sebastidae,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,50.0,1100.0,150.0,600.0,,,,,https://www.fishbase.ca/summary/Helicolenus_dactylopterus.html
acnodon,senai,serrasalmidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Acnodon_senai.html
nannocharax,parvus,distichodontidae,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,6.5,7.5,,,https://www.fishbase.se/summary/Nannocharax_parvus.html
sphyraena,lucasana,sphyraenidae,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Sphyraena_lucasana.html
thryssocypris,tonlesapensis,cyprinidae,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Thryssocypris_tonlesapensis.html
cyprinella,proserpina,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Cyprinella_proserpina.html
epinephelus,faveatus,serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,125.0,1.0,12.0,,,,,https://www.fishbase.ca/summary/Epinephelus_faveatus.html
callogobius,hasseltii,gobiidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,15.0,,,,,,,https://www.fishbase.ca/summary/Callogobius_hasseltii.html
priolepis,semidoliata,Gobiidae,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,2.0,30.0,,,,,,,https://www.fishbase.se/summary/Priolepis_semidoliata.html
mylochromis,semipalatus,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Mylochromis_semipalatus.html
lutjanus,kasmira,lutjanidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,265.0,30.0,150.0,,,,,https://www.fishbase.de/summary/Lutjanus_kasmira.html
stegastes,variabilis,pomacentridae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,0.0,30.0,,,,,,,https://www.fishbase.se/summary/Stegastes_variabilis.html
pseudobunocephalus,amazonicus,aspredinidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Pseudobunocephalus_amazonicus.html
chaetostoma,microps,loricariidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Chaetostoma_microps.html
corydoras,concolor,callichthyidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,2.0,25.0,https://www.fishbase.ca/summary/Corydoras_concolor.html
polydactylus,octonemus,polynemidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,5.0,66.0,5.0,16.0,,,,,https://www.fishbase.se/summary/Polydactylus_octonemus.html
hemibrycon,beni,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Hemibrycon_beni.html
genidens,genidens,ariidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Genidens_genidens.html
callionymus,superbus,callionymidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,25.0,,,,,,,https://www.fishbase.se/summary/Callionymus_superbus.html
toxabramis,argentifer,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Toxabramis_argentifer.html
boehlkea,fredcochui,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,5.0,12.0,https://www.fishbase.ca/summary/Boehlkea_fredcochui.html
cryptocentrus,caeruleopunctatus,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,2.0,15.0,,,,,https://www.fishbase.ca/summary/Cryptocentrus_caeruleopunctatus.html
scyliorhinus,retifer,scyliorhinidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,36.0,750.0,,,,,,,https://www.fishbase.se/summary/Scyliorhinus_retifer.html
halichoeres,trimaculatus,labridae,,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,30.0,2.0,18.0,,,,,https://www.fishbase.se/summary/Halichoeres_trimaculatus.html
sargocentron,microstoma,holocentridae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,183.0,1.0,35.0,,,,,https://www.fishbase.de/summary/Sargocentron_microstoma.html
pseudolaubuca,jouyi,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Pseudolaubuca_jouyi.html
ictalurus,meridionalis,ictaluridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Ictalurus_meridionalis.html
acipenser,brevirostrum,acipenseridae,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,6.0,53.0,6.0,34.0,,,,,https://www.fishbase.ca/summary/Acipenser_brevirostrum.html
ariomma,indicum,ariommatidae,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,20.0,300.0,20.0,100.0,,,,,https://www.fishbase.ca/summary/Ariomma_indicum.html
astyanax,orthodus,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Astyanax_orthodus.html
omobranchus,ferox,blenniidae,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Omobranchus_ferox.html
bathygobius,niger,gobiidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,https://www.fishbase.de/summary/Bathygobius_niger.html
cubiceps,pauciradiatus,nomeidae,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,58.0,1000.0,,,,,,,https://www.fishbase.ca/summary/Cubiceps_pauciradiatus.html
ompok,bimaculatus,siluridae,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,0.0,2.0,,,6.0,8.0,4.0,28.0,https://www.fishbase.net.br/summary/Ompok_bimaculatus.html
amphiprion,frenatus,Pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,12.0,,,,,,,https://www.fishbase.ca/summary/Amphiprion_frenatus.html
samaris,chesterfieldensis,samaridae,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,169.0,225.0,,,,,,,https://www.fishbase.ca/summary/Samaris_chesterfieldensis.html
xenotilapia,longispinis,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Xenotilapia_longispinis.html
myxocyprinus,asiaticus,catostomidae,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.ca/summary/Myxocyprinus_asiaticus.html
ostichthys,sandix,holocentridae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,320.0,400.0,,,,,,,https://www.fishbase.de/summary/Ostichthys_sandix.html
bunaka,gyrinoides,eleotridae,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,0.0,5.0,,,,,,,https://www.fishbase.se/summary/Bunaka_gyrinoides.html
notropis,perpallidus,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Notropis_perpallidus.html
corydoras,latus,callichthyidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,2.0,25.0,https://www.fishbase.ca/summary/Corydoras_latus.html
pseudochromis,perspicillatus,pseudochromidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,27.0,,,,,,,https://www.fishbase.ca/summary/Pseudochromis_perspicillatus.html
arothron,manilensis,tetraodontidae,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,2.0,20.0,,,,,,,https://www.fishbase.se/summary/Arothron_manilensis.html
gnatholepis,pascuensis,gobiidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,17.0,40.0,,,,,,,https://www.fishbase.ca/summary/Gnatholepis_pascuensis.html
halichoeres,leucurus,Labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,15.0,,,,,,,https://www.fishbase.de/summary/Halichoeres_leucurus.html
gillellus,arenicola,dactyloscopidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,8.0,137.0,,,,,,,https://www.fishbase.net.br/summary/Gillellus_arenicola.html
barbonymus,gonionotus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,15.0,?,,,,,,,https://www.fishbase.se/summary/Barbonymus_gonionotus.html
priolepis,nocturna,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,8.0,30.0,,,,,,,https://www.fishbase.ca/summary/Priolepis_nocturna.html
cirripectes,polyzona,blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,20.0,?,10.0,,,,,https://www.fishbase.ca/summary/Cirripectes_polyzona.html
pseudochromis,linda,Pseudochromidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,20.0,,,,,,,https://www.fishbase.se/summary/Pseudochromis_linda.html
